record_type	record_id	stage	metric	value	unit	source_path	source_sha256	authority_version	dataset_id	species	tissue	tissue_status	label_column	cells	labeled_cells	unknown_cells	unknown_fraction	readable	panel	candidate_label_count	labels_ge_100_cells	candidate_cells	panel_status	accepted	reason	workflow_order	description
dataset	Catharanthus roseus_PRJNA847226_Leaf	resource_audit				internal_source_record:not_publicly_portable;internal_source_record:not_publicly_portable	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1	Catharanthus roseus_PRJNA847226_Leaf	Catharanthus roseus	leaf	recorded	celltype_after	9833	8798	1035	0.10525780534933388	True									
dataset	Catharanthus roseus_PRJNA847226_Root	resource_audit				internal_source_record:not_publicly_portable;internal_source_record:not_publicly_portable	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1	Catharanthus roseus_PRJNA847226_Root	Catharanthus roseus	root	recorded	celltype_after	1347	1197	150	0.111358574610245	True									
dataset	Cynodon dactylon_PRJNA918429	resource_audit				internal_source_record:not_publicly_portable;internal_source_record:not_publicly_portable	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1	Cynodon dactylon_PRJNA918429	Cynodon dactylon	not explicitly recorded	missing	celltype_after	9936	7516	2420	0.24355877616747182	True									
dataset	Fragaria vesca_PRJCA006322	resource_audit				internal_source_record:not_publicly_portable;internal_source_record:not_publicly_portable	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1	Fragaria vesca_PRJCA006322	Fragaria vesca	not explicitly recorded	missing	celltype_after	47894	45917	1977	0.041278657034284044	True									
dataset	Glycine max_GSE234864_Flower	resource_audit				internal_source_record:not_publicly_portable;internal_source_record:not_publicly_portable	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1	Glycine max_GSE234864_Flower	Glycine max	not explicitly recorded	candidate_from_dataset_id	celltype_after	9839	8234	1605	0.1631263339770302	True									
dataset	Glycine max_GSE234864_SeedCotyledon	resource_audit				internal_source_record:not_publicly_portable;internal_source_record:not_publicly_portable	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1	Glycine max_GSE234864_SeedCotyledon	Glycine max	not explicitly recorded	candidate_from_dataset_id	celltype_after	13326	8097	5229	0.39239081494822153	True									
dataset	Glycine max_GSE234864_SeedHeart	resource_audit				internal_source_record:not_publicly_portable;internal_source_record:not_publicly_portable	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1	Glycine max_GSE234864_SeedHeart	Glycine max	not explicitly recorded	candidate_from_dataset_id	celltype_after	19357	14455	4902	0.2532417213411169	True									
dataset	Glycine max_GSE234864_SeedMidMaturation	resource_audit				internal_source_record:not_publicly_portable;internal_source_record:not_publicly_portable	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1	Glycine max_GSE234864_SeedMidMaturation	Glycine max	not explicitly recorded	candidate_from_dataset_id	celltype_after	20580	7530	13050	0.6341107871720116	True									
dataset	Glycine max_GSE234864_Shoot	resource_audit				internal_source_record:not_publicly_portable;internal_source_record:not_publicly_portable	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1	Glycine max_GSE234864_Shoot	Glycine max	not explicitly recorded	candidate_from_dataset_id	celltype_after	8244	5845	2399	0.29099951479864145	True									
dataset	Glycine max_GSE234864_TrifoliateLeaf	resource_audit				internal_source_record:not_publicly_portable;internal_source_record:not_publicly_portable	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1	Glycine max_GSE234864_TrifoliateLeaf	Glycine max	not explicitly recorded	candidate_from_dataset_id	celltype_after	14925	12366	2559	0.1714572864321608	True									
dataset	Glycine max_GSE234864_TrueLeaf	resource_audit				internal_source_record:not_publicly_portable;internal_source_record:not_publicly_portable	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1	Glycine max_GSE234864_TrueLeaf	Glycine max	not explicitly recorded	candidate_from_dataset_id	celltype_after	11229	9487	1742	0.1551340279633093	True									
dataset	Glycine max_PRJCA009893	resource_audit				internal_source_record:not_publicly_portable;internal_source_record:not_publicly_portable	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1	Glycine max_PRJCA009893	Glycine max	not explicitly recorded	missing	celltype_after	26712	15551	11161	0.41782719377059	True									
dataset	Glycine max_PRJNA1124403_CSseed	resource_audit				internal_source_record:not_publicly_portable;internal_source_record:not_publicly_portable	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1	Glycine max_PRJNA1124403_CSseed	Glycine max	not explicitly recorded	candidate_from_dataset_id	celltype_after	23227	12783	10444	0.44964911525379947	True									
dataset	Glycine max_PRJNA1124403_GSseed	resource_audit				internal_source_record:not_publicly_portable;internal_source_record:not_publicly_portable	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1	Glycine max_PRJNA1124403_GSseed	Glycine max	not explicitly recorded	candidate_from_dataset_id	celltype_after	28042	21572	6470	0.2307253405605877	True									
dataset	Glycine max_PRJNA1124403_HSseed	resource_audit				internal_source_record:not_publicly_portable;internal_source_record:not_publicly_portable	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1	Glycine max_PRJNA1124403_HSseed	Glycine max	not explicitly recorded	candidate_from_dataset_id	celltype_after	36857	28773	8084	0.2193341834658274	True									
dataset	Glycine max_PRJNA1124403_Nodule	resource_audit				internal_source_record:not_publicly_portable;internal_source_record:not_publicly_portable	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1	Glycine max_PRJNA1124403_Nodule	Glycine max	not explicitly recorded	candidate_from_dataset_id	celltype_after	9083	4562	4521	0.49774303644170426	True									
dataset	Glycine max_PRJNA1124403_Root	resource_audit				internal_source_record:not_publicly_portable;internal_source_record:not_publicly_portable	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1	Glycine max_PRJNA1124403_Root	Glycine max	root	recorded	celltype_after	25694	11972	13722	0.5340546431073402	True									
dataset	Glycine max_PRJNA1124403_Stem	resource_audit				internal_source_record:not_publicly_portable;internal_source_record:not_publicly_portable	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1	Glycine max_PRJNA1124403_Stem	Glycine max	stem	recorded	celltype_after	22162	7394	14768	0.6663658514574496	True									
dataset	Gossypium arboreum_PRJNA939177	resource_audit				internal_source_record:not_publicly_portable;internal_source_record:not_publicly_portable	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1	Gossypium arboreum_PRJNA939177	Gossypium arboreum	not explicitly recorded	missing	celltype_after	78313	63357	14956	0.19097723238798156	True									
dataset	Gossypium bickii_PRJNA934498	resource_audit				internal_source_record:not_publicly_portable;internal_source_record:not_publicly_portable	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1	Gossypium bickii_PRJNA934498	Gossypium bickii	not explicitly recorded	missing	celltype_after	13488	13157	331	0.024540332147093714	True									
dataset	Gossypium hirsutum_PRJNA1010459	resource_audit				internal_source_record:not_publicly_portable;internal_source_record:not_publicly_portable	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1	Gossypium hirsutum_PRJNA1010459	Gossypium hirsutum	not explicitly recorded	missing	celltype_after	37062	37062	0	0.0	True									
dataset	Gossypium hirsutum_PRJNA1018465	resource_audit				internal_source_record:not_publicly_portable;internal_source_record:not_publicly_portable	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1	Gossypium hirsutum_PRJNA1018465	Gossypium hirsutum	not explicitly recorded	missing	celltype_after	39212	28973	10239	0.26111904519024787	True									
dataset	Gossypium hirsutum_PRJNA600131	resource_audit				internal_source_record:not_publicly_portable;internal_source_record:not_publicly_portable	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1	Gossypium hirsutum_PRJNA600131	Gossypium hirsutum	not explicitly recorded	missing	celltype_after	17507	14229	3278	0.1872393899583024	True									
dataset	Gossypium hirsutum_PRJNA895970	resource_audit				internal_source_record:not_publicly_portable;internal_source_record:not_publicly_portable	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1	Gossypium hirsutum_PRJNA895970	Gossypium hirsutum	not explicitly recorded	missing	celltype_after	99188	43538	55650	0.5610557728757511	True									
dataset	Hevea brasiliensis_PRJCA012893	resource_audit				internal_source_record:not_publicly_portable;internal_source_record:not_publicly_portable	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1	Hevea brasiliensis_PRJCA012893	Hevea brasiliensis	not explicitly recorded	missing	celltype_after	47410	27301	20109	0.42415102299093016	True									
dataset	Hylocereus undatus_PRJNA974579	resource_audit				internal_source_record:not_publicly_portable;internal_source_record:not_publicly_portable	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1	Hylocereus undatus_PRJNA974579	Hylocereus undatus	not explicitly recorded	missing	celltype_after	15768	8105	7663	0.48598427194317606	True									
dataset	Lemna minuta_PRJNA725879	resource_audit				internal_source_record:not_publicly_portable;internal_source_record:not_publicly_portable	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1	Lemna minuta_PRJNA725879	Lemna minuta	not explicitly recorded in source; annotation labels include root and leaf-associated cell types	recorded	celltype_after	288	215	73	0.2534722222222222	True									
dataset	Limonium bicolor_PRJNA913259	resource_audit				internal_source_record:not_publicly_portable;internal_source_record:not_publicly_portable	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1	Limonium bicolor_PRJNA913259	Limonium bicolor	not explicitly recorded	missing	celltype_after	40492	36950	3542	0.08747406895189173	True									
dataset	Manihot esculenta Crantz_PRJCA019992	resource_audit				internal_source_record:not_publicly_portable;internal_source_record:not_publicly_portable	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1	Manihot esculenta Crantz_PRJCA019992	Manihot esculenta Crantz	not explicitly recorded	missing	celltype_after	7736	7736	0	0.0	True									
dataset	Manihot esculenta Crantz_PRJNA895163	resource_audit				internal_source_record:not_publicly_portable;internal_source_record:not_publicly_portable	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1	Manihot esculenta Crantz_PRJNA895163	Manihot esculenta Crantz	not explicitly recorded	missing	celltype_after	50380	50380	0	0.0	True									
dataset	Medicago sativa_PRJNA885791	resource_audit				internal_source_record:not_publicly_portable;internal_source_record:not_publicly_portable	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1	Medicago sativa_PRJNA885791	Medicago sativa	not explicitly recorded	missing	celltype_after	11640	8808	2832	0.24329896907216494	True									
dataset	Medicago truncatula_PRJCA011245	resource_audit				internal_source_record:not_publicly_portable;internal_source_record:not_publicly_portable	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1	Medicago truncatula_PRJCA011245	Medicago truncatula	not explicitly recorded	missing	celltype_after	154571	69439	85132	0.550763079749759	True									
dataset	Medicago truncatula_PRJCA012129	resource_audit				internal_source_record:not_publicly_portable;internal_source_record:not_publicly_portable	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1	Medicago truncatula_PRJCA012129	Medicago truncatula	not explicitly recorded	missing	celltype_after	11664	2895	8769	0.7518004115226338	True									
dataset	Medicago truncatula_PRJNA868047	resource_audit				internal_source_record:not_publicly_portable;internal_source_record:not_publicly_portable	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1	Medicago truncatula_PRJNA868047	Medicago truncatula	not explicitly recorded	missing	celltype_after	31176	15356	15820	0.5074416217603285	True									
dataset	Medicago truncatula_PRJNA931615	resource_audit				internal_source_record:not_publicly_portable;internal_source_record:not_publicly_portable	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1	Medicago truncatula_PRJNA931615	Medicago truncatula	not explicitly recorded	missing	celltype_after	32923	28111	4812	0.14615921999817758	True									
dataset	Nepeta tenuifolia_PRJNA743551	resource_audit				internal_source_record:not_publicly_portable;internal_source_record:not_publicly_portable	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1	Nepeta tenuifolia_PRJNA743551	Nepeta tenuifolia	not explicitly recorded	missing	celltype_after	32899	31517	1382	0.04200735584668227	True									
dataset	Nicotiana attenuata_PRJNA796301	resource_audit				internal_source_record:not_publicly_portable;internal_source_record:not_publicly_portable	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1	Nicotiana attenuata_PRJNA796301	Nicotiana attenuata	not explicitly recorded	missing	celltype_after	4004	3683	321	0.08016983016983018	True									
dataset	Nicotiana tabacum_PRJCA018794	resource_audit				internal_source_record:not_publicly_portable;internal_source_record:not_publicly_portable	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1	Nicotiana tabacum_PRJCA018794	Nicotiana tabacum	not explicitly recorded	missing	celltype_after	22879	18470	4409	0.1927094715678133	True									
dataset	Nicotiana tabacum_PRJNA970858	resource_audit				internal_source_record:not_publicly_portable;internal_source_record:not_publicly_portable	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1	Nicotiana tabacum_PRJNA970858	Nicotiana tabacum	not explicitly recorded	missing	celltype_after	5774	5774	0	0.0	True									
dataset	Oryza sativa_CNP0004152	resource_audit				internal_source_record:not_publicly_portable;internal_source_record:not_publicly_portable	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1	Oryza sativa_CNP0004152	Oryza sativa	not explicitly recorded	missing	celltype_after	7135	2342	4793	0.6717589348283112	True									
dataset	Oryza sativa_CRA004082_Leaf	resource_audit				internal_source_record:not_publicly_portable;internal_source_record:not_publicly_portable	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1	Oryza sativa_CRA004082_Leaf	Oryza sativa	not explicitly recorded	candidate_from_dataset_id	celltype_after	12263	10885	1378	0.11237054554350485	True									
dataset	Oryza sativa_CRA004082_Root	resource_audit				internal_source_record:not_publicly_portable;internal_source_record:not_publicly_portable	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1	Oryza sativa_CRA004082_Root	Oryza sativa	not explicitly recorded	candidate_from_dataset_id	celltype_after	10285	9759	526	0.05114244044725328	True									
