record_id	dataset_id	accession	species	tissue	panel	source_label_field	source_label	ontology_id	governed_level	governed_label	parent_label	mapping_status	mapping_reason	cells_n	source_authority	source_path	source_hash	coverage_scope	gap_flags
Arabidopsis thaliana_EMTAB12532|Hypocotyl|	Arabidopsis thaliana_EMTAB12532	E-MTAB-12532	Arabidopsis thaliana			cell_type_original	Hypocotyl	PO:0020100				unmapped	candidate_auto_exact; exact_name; Plant Ontology exact lexical match; requires curator acceptance	6936	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_EMTAB12532.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	ee8f1e637d0c59a1491e697af352c95121c05a947125bc9b6f24ef62c7496ef9;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	not_in_governed_panel_hierarchy
Arabidopsis thaliana_EMTAB12532|Plant embryo cotyledon|	Arabidopsis thaliana_EMTAB12532	E-MTAB-12532	Arabidopsis thaliana			cell_type_original	Plant embryo cotyledon	PO:0025470				unmapped	candidate_auto_exact; exact_name; Plant Ontology exact lexical match; requires curator acceptance	335	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_EMTAB12532.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	ee8f1e637d0c59a1491e697af352c95121c05a947125bc9b6f24ef62c7496ef9;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	not_in_governed_panel_hierarchy
Arabidopsis thaliana_EMTAB12532|Radicle|	Arabidopsis thaliana_EMTAB12532	E-MTAB-12532	Arabidopsis thaliana			cell_type_original	Radicle	PO:0020031				unmapped	candidate_auto_exact; exact_name; Plant Ontology exact lexical match; requires curator acceptance	1250	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_EMTAB12532.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	ee8f1e637d0c59a1491e697af352c95121c05a947125bc9b6f24ef62c7496ef9;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	not_in_governed_panel_hierarchy
Arabidopsis thaliana_EMTAB12532|Unknown|	Arabidopsis thaliana_EMTAB12532	E-MTAB-12532	Arabidopsis thaliana			cell_type_original	Unknown					unknown	excluded_unknown	2654	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_EMTAB12532.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	ee8f1e637d0c59a1491e697af352c95121c05a947125bc9b6f24ef62c7496ef9;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	
Arabidopsis thaliana_EMTAB12532|Vascular initial cell|	Arabidopsis thaliana_EMTAB12532	E-MTAB-12532	Arabidopsis thaliana			cell_type_original	Vascular initial cell					unmapped	pending_manual_curation; exact_synonym	2782	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_EMTAB12532.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	ee8f1e637d0c59a1491e697af352c95121c05a947125bc9b6f24ef62c7496ef9;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	not_in_governed_panel_hierarchy
Arabidopsis thaliana_EMTAB9174|Early anther|	Arabidopsis thaliana_EMTAB9174	E-MTAB-9174	Arabidopsis thaliana	not explicitly recorded in source; annotation labels include flower meristem and anther		cell_type_original	Early anther					unmapped	pending_manual_curation; exact_synonym	52	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_EMTAB9174.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	8628cc6ce7ad97fb875f69ff835331e8aaac009049db69a7a3a99b00e0a8cc46;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	not_in_governed_panel_hierarchy
Arabidopsis thaliana_EMTAB9174|Epidermis|	Arabidopsis thaliana_EMTAB9174	E-MTAB-9174	Arabidopsis thaliana	not explicitly recorded in source; annotation labels include flower meristem and anther		cell_type_original	Epidermis					unmapped	pending_manual_curation; exact_synonym	362	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_EMTAB9174.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	8628cc6ce7ad97fb875f69ff835331e8aaac009049db69a7a3a99b00e0a8cc46;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	not_in_governed_panel_hierarchy
Arabidopsis thaliana_EMTAB9174|Flower meristem|	Arabidopsis thaliana_EMTAB9174	E-MTAB-9174	Arabidopsis thaliana	not explicitly recorded in source; annotation labels include flower meristem and anther		cell_type_original	Flower meristem	PO:0000229				unmapped	candidate_auto_exact; exact_name; Plant Ontology exact lexical match; requires curator acceptance	748	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_EMTAB9174.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	8628cc6ce7ad97fb875f69ff835331e8aaac009049db69a7a3a99b00e0a8cc46;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	not_in_governed_panel_hierarchy
Arabidopsis thaliana_EMTAB9174|Intermediate anther|	Arabidopsis thaliana_EMTAB9174	E-MTAB-9174	Arabidopsis thaliana	not explicitly recorded in source; annotation labels include flower meristem and anther		cell_type_original	Intermediate anther					unmapped	pending_manual_curation; exact_synonym	139	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_EMTAB9174.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	8628cc6ce7ad97fb875f69ff835331e8aaac009049db69a7a3a99b00e0a8cc46;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	not_in_governed_panel_hierarchy
Arabidopsis thaliana_EMTAB9174|Late anther|	Arabidopsis thaliana_EMTAB9174	E-MTAB-9174	Arabidopsis thaliana	not explicitly recorded in source; annotation labels include flower meristem and anther		cell_type_original	Late anther					unmapped	pending_manual_curation; exact_synonym	19	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_EMTAB9174.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	8628cc6ce7ad97fb875f69ff835331e8aaac009049db69a7a3a99b00e0a8cc46;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	not_in_governed_panel_hierarchy
Arabidopsis thaliana_EMTAB9174|Unknown|	Arabidopsis thaliana_EMTAB9174	E-MTAB-9174	Arabidopsis thaliana	not explicitly recorded in source; annotation labels include flower meristem and anther		cell_type_original	Unknown					unknown	excluded_unknown	28	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_EMTAB9174.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	8628cc6ce7ad97fb875f69ff835331e8aaac009049db69a7a3a99b00e0a8cc46;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	
Arabidopsis thaliana_PRJCA003094|Companion cell|	Arabidopsis thaliana_PRJCA003094	PRJCA003094	Arabidopsis thaliana			cell_type_original	Companion cell	PO:0000071				unmapped	candidate_auto_exact; exact_name; Plant Ontology exact lexical match; requires curator acceptance	736	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_PRJCA003094.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	79ecd7b76c9b8d7d10c81eb37b5ecd1b93c22398e37c04ec23996e5c488c45e3;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	not_in_governed_panel_hierarchy
Arabidopsis thaliana_PRJCA003094|Leaf guard cell|	Arabidopsis thaliana_PRJCA003094	PRJCA003094	Arabidopsis thaliana			cell_type_original	Leaf guard cell	PO:0025237				unmapped	candidate_auto_exact; exact_name; Plant Ontology exact lexical match; requires curator acceptance	479	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_PRJCA003094.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	79ecd7b76c9b8d7d10c81eb37b5ecd1b93c22398e37c04ec23996e5c488c45e3;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	not_in_governed_panel_hierarchy
Arabidopsis thaliana_PRJCA003094|Mesophyll cell|	Arabidopsis thaliana_PRJCA003094	PRJCA003094	Arabidopsis thaliana			cell_type_original	Mesophyll cell	PO:0004006				unmapped	candidate_auto_exact; exact_name; Plant Ontology exact lexical match; requires curator acceptance	5482	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_PRJCA003094.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	79ecd7b76c9b8d7d10c81eb37b5ecd1b93c22398e37c04ec23996e5c488c45e3;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	not_in_governed_panel_hierarchy
Arabidopsis thaliana_PRJCA003094|Proliferating cell|	Arabidopsis thaliana_PRJCA003094	PRJCA003094	Arabidopsis thaliana			cell_type_original	Proliferating cell					unmapped	pending_manual_curation; exact_synonym	7964	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_PRJCA003094.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	79ecd7b76c9b8d7d10c81eb37b5ecd1b93c22398e37c04ec23996e5c488c45e3;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	not_in_governed_panel_hierarchy
Arabidopsis thaliana_PRJCA003094|Shoot apical meristem|	Arabidopsis thaliana_PRJCA003094	PRJCA003094	Arabidopsis thaliana			cell_type_original	Shoot apical meristem	PO:0020148				unmapped	candidate_auto_exact; exact_name; Plant Ontology exact lexical match; requires curator acceptance	106	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_PRJCA003094.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	79ecd7b76c9b8d7d10c81eb37b5ecd1b93c22398e37c04ec23996e5c488c45e3;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	not_in_governed_panel_hierarchy
Arabidopsis thaliana_PRJCA003094|Shoot system endodermis|	Arabidopsis thaliana_PRJCA003094	PRJCA003094	Arabidopsis thaliana			cell_type_original	Shoot system endodermis					unmapped	pending_manual_curation; exact_synonym	4608	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_PRJCA003094.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	79ecd7b76c9b8d7d10c81eb37b5ecd1b93c22398e37c04ec23996e5c488c45e3;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	not_in_governed_panel_hierarchy
Arabidopsis thaliana_PRJCA003094|Shoot system epidermis|	Arabidopsis thaliana_PRJCA003094	PRJCA003094	Arabidopsis thaliana			cell_type_original	Shoot system epidermis	PO:0006035				unmapped	candidate_auto_exact; exact_name; Plant Ontology exact lexical match; requires curator acceptance	6476	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_PRJCA003094.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	79ecd7b76c9b8d7d10c81eb37b5ecd1b93c22398e37c04ec23996e5c488c45e3;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	not_in_governed_panel_hierarchy
Arabidopsis thaliana_PRJCA003094|Shoot system vascular system|	Arabidopsis thaliana_PRJCA003094	PRJCA003094	Arabidopsis thaliana			cell_type_original	Shoot system vascular system	PO:0025205				unmapped	candidate_auto_exact; exact_name; Plant Ontology exact lexical match; requires curator acceptance	4874	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_PRJCA003094.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	79ecd7b76c9b8d7d10c81eb37b5ecd1b93c22398e37c04ec23996e5c488c45e3;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	not_in_governed_panel_hierarchy
